X,Y,Porosity
0.0,0.0,0.12766458443678047
0.0,10.1010101010101,0.1255532603855749
0.0,20.2020202020202,0.12308179271613277
0.0,30.3030303030303,0.12038694908184695
0.0,40.4040404040404,0.11730450248676633
0.0,50.505050505050505,0.1146019564596284
0.0,60.6060606060606,0.11271174724876774
0.0,70.7070707070707,0.11218338669105106
0.0,80.8080808080808,0.1129259004077948
0.0,90.9090909090909,0.11475422845021814
0.0,101.01010101010101,0.11712615745706814
0.0,111.1111111111111,0.11960680766797784
0.0,121.2121212121212,0.12133287850868477
0.0,131.3131313131313,0.12180917309258851
0.0,141.4141414141414,0.12077168374880666
0.0,151.5151515151515,0.1189701080944524
0.0,161.6161616161616,0.11772466818140497
0.0,171.7171717171717,0.11874839794295006
0.0,181.8181818181818,0.12097438257855488
0.0,191.91919191919192,0.12125604555312176
0.0,202.02020202020202,0.12159698972165055
0.0,212.1212121212121,0.1251032096381101
0.0,222.2222222222222,0.12895862713423772
0.0,232.3232323232323,0.13169312477631323
0.0,242.4242424242424,0.1335928651748166
0.0,252.5252525252525,0.13470286873131793
0.0,262.6262626262626,0.13557760297464477
0.0,272.7272727272727,0.13637503048906346
0.0,282.8282828282828,0.1371064508240789
0.0,292.9292929292929,0.1379044894313951
0.0,303.030303030303,0.1388298239619026
0.0,313.1313131313131,0.13959297006399798
0.0,323.2323232323232,0.14027044475378006
0.0,333.3333333333333,0.14106646457060812
0.0,343.4343434343434,0.1417718875119982
0.0,353.5353535353535,0.14227698810971948
0.0,363.6363636363636,0.1426397355866833
0.0,373.73737373737373,0.14253792278715002
0.0,383.83838383838383,0.1424509053383967
0.0,393.93939393939394,0.14240683656376021
0.0,404.04040404040404,0.14239633888038247
0.0,414.1414141414141,0.1422800499199483
0.0,424.2424242424242,0.1421488688482533
0.0,434.3434343434343,0.14223597774618907
0.0,444.4444444444444,0.14205714279546117
0.0,454.5454545454545,0.14189569484003225
0.0,464.6464646464646,0.1417995076146214
0.0,474.7474747474747,0.14185638406577628
0.0,484.8484848484848,0.14241192285682752
0.0,494.9494949494949,0.14333453756397524
0.0,505.050505050505,0.14400961809510282
0.0,515.1515151515151,0.14481345869768555
0.0,525.2525252525252,0.14551338707642114
0.0,535.3535353535353,0.1463665557520067
0.0,545.4545454545454,0.1479824117894595
0.0,555.5555555555555,0.14936348903416963
0.0,565.6565656565656,0.14925838793785906
0.0,575.7575757575758,0.1472225275968852
0.0,585.8585858585858,0.14491154431911474
0.0,595.959595959596,0.1425348409225292
0.0,606.060606060606,0.14106242614958436
0.0,616.1616161616162,0.13988136417987035
0.0,626.2626262626262,0.13909325251179536
0.0,636.3636363636364,0.1383249955576885
0.0,646.4646464646464,0.13760464104873738
0.0,656.5656565656565,0.13711541246061895
0.0,666.6666666666666,0.1367499284276153
0.0,676.7676767676767,0.13649945593068624
0.0,686.8686868686868,0.13631501927144585
0.0,696.9696969696969,0.13580912983761892
0.0,707.070707070707,0.13507402436044458
0.0,717.1717171717171,0.1343868517112982
0.0,727.2727272727273,0.13338306576495793
0.0,737.3737373737373,0.1324483948417932
0.0,747.4747474747475,0.13124693205109922
0.0,757.5757575757575,0.13007730779874194
0.0,767.6767676767677,0.12863909642583995
0.0,777.7777777777777,0.12738453521987672
0.0,787.8787878787879,0.12616801595227486
0.0,797.9797979797979,0.12504773564394048
0.0,808.0808080808081,0.12410787744994384
0.0,818.1818181818181,0.12339494309744428
0.0,828.2828282828282,0.12306654892881334
