X,Y,por_kmap,por_vmap
460.0,469.0,"[0.14153139 0.14063851 0.13903229 0.13747619 0.13588271 0.13465536
 0.13366239 0.1330377  0.13170705 0.13170395 0.13192417 0.13251299
 0.13344984 0.13466646 0.13608888 0.1379127  0.13970431 0.14341946
 0.14468711 0.14543404 0.14573193 0.14591546 0.14565095 0.14532497
 0.14571357 0.14657628 0.14782903 0.14912992 0.15028776 0.15065794
 0.15086275 0.15026026 0.14941132 0.14805229 0.14652261 0.14404282
 0.14112231 0.13788836 0.13430067 0.13039535 0.12611438 0.12172984
 0.11729872 0.11291659 0.10873472 0.10499736 0.1015372  0.09859025
 0.0964451  0.0953166  0.09208421 0.09067246 0.08953165 0.08870873
 0.088171   0.08852799 0.08776678 0.08791888 0.08732911 0.08760333
 0.08901819 0.08973779 0.0902831  0.09091559 0.0936567  0.09457994
 0.09516875 0.09518051 0.09508667 0.09492335 0.09428093 0.09379622
 0.09356666 0.09382436 0.09373951 0.09371433 0.09429546 0.09417317
 0.09448284 0.09363861 0.09431479 0.09508258 0.0959339  0.09685895
 0.09790868 0.0993215  0.10044662 0.10163438 0.10287343 0.10415273
 0.10546121 0.10759889 0.10871262 0.10978542 0.1107719  0.11153644
 0.11230746 0.11295722 0.1134687  0.11383424]","[0.22979324 0.2455915  0.27103982 0.29589012 0.31454087 0.32569223
 0.33038304 0.33103169 0.33043349 0.33121821 0.33400955 0.3382475
 0.34230768 0.34418396 0.34211124 0.33495837 0.32258119 0.30568719
 0.28699198 0.26930178 0.25415461 0.24157843 0.23050815 0.22036546
 0.21227274 0.20757054 0.20628397 0.20739319 0.20995755 0.21404424
 0.21905269 0.22254802 0.21984725 0.20581045 0.17620707 0.12902449
 0.0707784  0.07153741 0.1325899  0.18352673 0.21575925 0.22835939
 0.22176324 0.19763653 0.16098418 0.12753192 0.13076046 0.17438389
 0.22938341 0.28009144 0.32477549 0.36091727 0.38888021 0.40933449
 0.42302535 0.43149828 0.43688854 0.43808641 0.43640203 0.43599334
 0.43842008 0.44357813 0.45368613 0.4688446  0.49257781 0.5138283
 0.53624909 0.55653486 0.57431583 0.58865267 0.5987277  0.60211391
 0.60463749 0.60344705 0.60174306 0.59977603 0.59936279 0.59963202
 0.60303401 0.608754   0.61625476 0.62589579 0.63673216 0.64768944
 0.65773352 0.66570912 0.67109319 0.67308911 0.67124407 0.66530567
 0.65523625 0.64718463 0.62802661 0.60613711 0.58294597 0.56057976
 0.54113796 0.52705786 0.52042347 0.5226036 ]"
190.0,639.0,"[0.1433613  0.1417066  0.13965906 0.13752665 0.13537684 0.13366752
 0.13223826 0.13047078 0.12979474 0.12950056 0.12964946 0.13002236
 0.13073693 0.13191289 0.13327349 0.13482709 0.13618924 0.13773286
 0.13869722 0.13935149 0.13974513 0.13972467 0.13957561 0.13940393
 0.14009076 0.14158811 0.14352564 0.14540809 0.14696808 0.14816179
 0.14877125 0.14892719 0.14859304 0.14791139 0.14636864 0.14430044
 0.1416963  0.13863909 0.13519049 0.13119611 0.12678341 0.1222562
 0.11765166 0.11315892 0.10890608 0.10515036 0.10147676 0.09834141
 0.09612306 0.09316566 0.09143675 0.09006832 0.08906841 0.08841922
 0.08713974 0.08750944 0.0878885  0.08801857 0.08820859 0.08892907
 0.0900821  0.09039774 0.09238044 0.09304378 0.0937291  0.0952324
 0.09548496 0.09597261 0.09586259 0.09566756 0.0949906  0.09469269
 0.09442218 0.09396237 0.09459036 0.09447925 0.094882   0.09468194
 0.09452048 0.09362171 0.09426175 0.09499997 0.09612053 0.09699828
 0.0980327  0.09909383 0.10022113 0.10140081 0.10261988 0.10386608
 0.10512754 0.10731221 0.10836251 0.10918209 0.1100463  0.11082576
 0.11150475 0.11206911 0.11250885 0.11282097]","[0.15233006 0.1852241  0.22670868 0.26142747 0.28471456 0.29712942
 0.30095093 0.29994434 0.29924682 0.30197841 0.30941107 0.32015937
 0.33141432 0.34023486 0.34475663 0.34372402 0.33670617 0.32450172
 0.30843982 0.28969412 0.26920244 0.24688373 0.22276064 0.19895568
 0.18054447 0.17258676 0.17521234 0.18430023 0.19587259 0.20817357
 0.21918531 0.22543026 0.22263803 0.20675253 0.17466725 0.12419961
 0.05826345 0.05857587 0.12656091 0.18058906 0.21648873 0.23450936
 0.23611399 0.22428412 0.20545193 0.19152146 0.19634946 0.22246902
 0.26002317 0.29865934 0.33439302 0.36447827 0.38802149 0.40489043
 0.41616858 0.42153428 0.42216263 0.41856818 0.41263616 0.40666951
 0.40331248 0.40412671 0.41553669 0.43038587 0.45087895 0.47483998
 0.49935443 0.52265185 0.54194722 0.55689804 0.56666762 0.57205802
 0.57334983 0.56878463 0.56421217 0.55965145 0.5570568  0.55641284
 0.55969108 0.56742111 0.57817093 0.59201971 0.60758857 0.62373447
 0.63912415 0.65259698 0.66332936 0.67068979 0.67426889 0.67387469
 0.66953328 0.66832889 0.65529242 0.63991809 0.62332158 0.60731622
 0.59367628 0.58417919 0.58035423 0.58321353]"
750.0,879.0,"[0.14504001 0.14230676 0.13957462 0.13699341 0.13462275 0.13251562
 0.12976321 0.12857372 0.1275412  0.1272414  0.1271578  0.12755025
 0.12818999 0.12885684 0.13054618 0.13156195 0.13252799 0.13346792
 0.13415851 0.13455504 0.13465068 0.13454441 0.13413121 0.13369481
 0.13429493 0.13649456 0.13960695 0.14217885 0.14421954 0.14582315
 0.1467851  0.14760025 0.14758674 0.14717711 0.14620277 0.14465718
 0.14246308 0.13963059 0.13618648 0.13218731 0.12759681 0.12282066
 0.11803312 0.11337846 0.1090999  0.10522304 0.10134297 0.09760061
 0.09481408 0.09247641 0.09074252 0.08943935 0.08857909 0.08712361
 0.08684599 0.08745792 0.08799485 0.0883215  0.0889468  0.09067724
 0.09238064 0.09275326 0.09378314 0.09455244 0.09529398 0.09599661
 0.09695485 0.09688373 0.0968132  0.09695739 0.09620236 0.09579402
 0.09540484 0.09505175 0.09475198 0.09452261 0.09534055 0.0947884
 0.09459039 0.09369023 0.09451977 0.09520747 0.09600457 0.09696158
 0.09796159 0.09903581 0.10016718 0.10133985 0.10253937 0.10369428
 0.10485281 0.10667286 0.10794337 0.10880554 0.10959    0.11028499
 0.1108795  0.11136456 0.11173488 0.11199054]","[0.07378631 0.13809079 0.19508468 0.23582195 0.26015432 0.27001478
 0.26856741 0.26233742 0.25806089 0.26152024 0.27471328 0.29414791
 0.31444155 0.33162057 0.34301926 0.34778867 0.3456243  0.33690858
 0.32230148 0.30229966 0.27678677 0.2454051  0.20788543 0.1666739
 0.13197566 0.11897114 0.12679251 0.14590976 0.16649744 0.18845815
 0.20876245 0.22173297 0.22336041 0.21130582 0.18541157 0.14917611
 0.1164871  0.11728126 0.15253051 0.19350111 0.22624639 0.24677737
 0.25497152 0.25327124 0.24679515 0.24287728 0.24862604 0.26598279
 0.29124953 0.31803599 0.34463048 0.36771328 0.38590078 0.39942577
 0.40631089 0.40771287 0.40377595 0.39466906 0.38238397 0.36990137
 0.36229982 0.35816162 0.36413802 0.3801875  0.40423081 0.43228538
 0.46096459 0.48695678 0.50851566 0.52471241 0.53405208 0.53781398
 0.53647055 0.53123989 0.52382026 0.51629293 0.50885613 0.50608295
 0.50976647 0.51978831 0.53443084 0.5533556  0.57471296 0.59681665
 0.61810985 0.63743343 0.65390418 0.6669152  0.67610613 0.68136606
 0.68279136 0.68103731 0.68127157 0.67183269 0.66125712 0.65089421
 0.64218356 0.63651864 0.63507783 0.63865949]"
990.0,519.0,"[0.1448248  0.14179769 0.13877883 0.13592624 0.13326918 0.13009759
 0.12834276 0.12686369 0.12517578 0.1243623  0.12417241 0.12444023
 0.12521645 0.12638319 0.12721957 0.12801623 0.12875454 0.12947165
 0.12995444 0.13016741 0.13009204 0.12973249 0.12887653 0.1283466
 0.12793257 0.13130413 0.13639867 0.1393998  0.14176812 0.14365783
 0.14487483 0.14581588 0.14643231 0.14660416 0.14627911 0.14532348
 0.14356494 0.14090901 0.13739229 0.13297738 0.12833611 0.1233142
 0.11829264 0.11345425 0.10911863 0.10466184 0.10022637 0.09702245
 0.09429531 0.0916475  0.08992644 0.08780048 0.08694268 0.08653495
 0.08652302 0.08742476 0.0892375  0.08991067 0.09068295 0.09267262
 0.09328522 0.09386962 0.09442401 0.09575879 0.09657942 0.09731528
 0.09793675 0.09788204 0.09773431 0.09748696 0.09744884 0.09655149
 0.09605736 0.0955979  0.09519352 0.09486586 0.09499974 0.09463457
 0.09499638 0.09480485 0.09464555 0.09533387 0.09613198 0.09711648
 0.09811767 0.09918115 0.10028684 0.10141684 0.10255551 0.10369014
 0.10474455 0.10583248 0.10780242 0.10859577 0.10930416 0.10991915
 0.11043353 0.11084221 0.11114329 0.11133906]","[0.05996786 0.13005293 0.1865449  0.22437808 0.24380095 0.24631528
 0.23581064 0.21879369 0.2060287  0.20962325 0.23124552 0.26225172
 0.29347993 0.31958129 0.33815467 0.34841867 0.35044275 0.34458157
 0.33123241 0.31046969 0.28176282 0.24393281 0.19537604 0.13542973
 0.07081128 0.05058068 0.06560194 0.09826407 0.123755   0.15857946
 0.1923537  0.21477884 0.22272655 0.21630227 0.19828561 0.17510666
 0.15807561 0.15945638 0.18026687 0.21005029 0.23872436 0.26043951
 0.27353295 0.27905048 0.28034291 0.28191335 0.28790289 0.29951149
 0.3159177  0.33337014 0.35167288 0.36881918 0.38204444 0.39075002
 0.39396482 0.39150721 0.38532139 0.37020075 0.35022529 0.32877544
 0.30889429 0.29834151 0.30254065 0.3223236  0.35266337 0.38722144
 0.42112001 0.45139899 0.47540293 0.49225484 0.50177421 0.50325281
 0.49867206 0.4891625  0.47679956 0.46428716 0.45506164 0.45111822
 0.45329542 0.46583062 0.4856278  0.5106586  0.53860138 0.56734548
 0.5950607  0.62054518 0.64294085 0.66170484 0.67655184 0.68757153
 0.69470819 0.69818234 0.70524445 0.70145036 0.69627133 0.69085565
 0.68639215 0.68400708 0.68464807 0.68897759]"
900.0,100.0,"[0.14193493 0.13980595 0.13704405 0.13419836 0.13073882 0.12830494
 0.12599411 0.12412331 0.12232753 0.12136951 0.12144995 0.12162874
 0.12238067 0.12318712 0.1239772  0.12470158 0.12526361 0.12581243
 0.12615152 0.12625697 0.12611757 0.12573815 0.12500135 0.12437288
 0.12379973 0.1276499  0.13343783 0.13673936 0.1393413  0.141267
 0.14263486 0.14402077 0.14517354 0.14608069 0.14650313 0.1462597
 0.14501875 0.14253391 0.1388412  0.13399769 0.12874632 0.12377481
 0.1183482  0.11341698 0.10777531 0.10330403 0.09939542 0.09612196
 0.09395811 0.09016099 0.08809277 0.08688972 0.0862549  0.08613814
 0.0864711  0.08815741 0.08918457 0.0902924  0.0918016  0.09360866
 0.09444034 0.09516917 0.09593495 0.09671392 0.0982269  0.09893423
 0.09947226 0.09862636 0.09884718 0.09848939 0.0980571  0.09743032
 0.09681975 0.09624133 0.09571789 0.09527607 0.09530884 0.09480886
 0.0944738  0.09426952 0.09466894 0.09537704 0.0962809  0.09723933
 0.09827718 0.09936838 0.10048969 0.10162224 0.10274726 0.10385255
 0.10492687 0.10596077 0.10796324 0.10662441 0.1068893  0.10738785
 0.10782829 0.1082062  0.10854143 0.10878337]","[0.13150869 0.16447785 0.20204063 0.22804568 0.237457   0.22977083
 0.20610471 0.17189987 0.14267543 0.14540625 0.18243165 0.22978864
 0.27297875 0.30756102 0.33219526 0.34694714 0.35234228 0.34892562
 0.33711608 0.31694014 0.28783199 0.24862804 0.19770349 0.1338058
 0.06015223 0.03765185 0.04610694 0.05352816 0.06905251 0.129372
 0.17852274 0.20915482 0.2217447  0.21866488 0.20438148 0.18625032
 0.17394773 0.17573735 0.19283468 0.21945195 0.24746004 0.2714879
 0.28869895 0.29933696 0.30553171 0.30969523 0.31461353 0.32179155
 0.33034794 0.34194213 0.35360362 0.36456885 0.37357401 0.3791201
 0.37964981 0.37501103 0.36234954 0.34158537 0.31407753 0.2816275
 0.24978877 0.2296339  0.23250287 0.25915509 0.29970364 0.34337312
 0.38405307 0.41846618 0.44511299 0.46268208 0.47111066 0.47055647
 0.46207099 0.44728814 0.42857065 0.40927796 0.39391385 0.38636002
 0.39060073 0.40710306 0.43189236 0.46440767 0.50004332 0.53604748
 0.57058784 0.60243604 0.63081452 0.65544904 0.67563995 0.69180146
 0.7041467  0.71304091 0.7260589  0.72645708 0.72673853 0.7256299
 0.7248648  0.72537717 0.72795695 0.73315506]"
810.0,659.0,"[0.13891989 0.137191   0.13473162 0.1312368  0.1287259  0.12618908
 0.12363121 0.1214013  0.11905865 0.11805559 0.11808303 0.1183832
 0.11951304 0.12021562 0.12087143 0.12144997 0.12192183 0.1224349
 0.12275663 0.12281584 0.12270181 0.12240807 0.1220965  0.12212117
 0.12297878 0.12591708 0.13005892 0.13378617 0.13642946 0.13853807
 0.14021901 0.14204461 0.14373811 0.14533448 0.14669296 0.14736132
 0.14682938 0.14450967 0.1403495  0.13495872 0.1291482  0.12328799
 0.1178446  0.11264921 0.10685234 0.10223847 0.09821664 0.09401564
 0.09126226 0.08866249 0.08669499 0.0854311  0.08501225 0.08570187
 0.08635745 0.08767454 0.08919882 0.09082758 0.09347379 0.09488308
 0.09597544 0.09673873 0.09769631 0.09882494 0.10031194 0.10090614
 0.10128835 0.10025485 0.09970265 0.09964085 0.09908482 0.09810997
 0.09769617 0.09696043 0.09630649 0.09611444 0.0954396  0.094913
 0.09455758 0.09437242 0.09450732 0.09527208 0.0961427  0.09712058
 0.09860707 0.09973332 0.10087473 0.10201003 0.10312257 0.10217305
 0.10295586 0.10373241 0.10555293 0.10610298 0.10659491 0.10702303
 0.10680186 0.1069187  0.10716651 0.10734914]","[0.2033997  0.21475332 0.23252668 0.2438218  0.24223987 0.22403162
 0.18774261 0.1340741  0.07203156 0.07332967 0.14125151 0.20600596
 0.25866475 0.29887501 0.32721485 0.34465091 0.35220475 0.35072278
 0.34082083 0.32275919 0.2963585  0.26117792 0.21750663 0.16797335
 0.12370724 0.10135872 0.08803274 0.05446901 0.05953753 0.12719736
 0.17883331 0.21019449 0.22231883 0.21769734 0.20078674 0.17890026
 0.16333821 0.16517311 0.1859577  0.21732464 0.24989392 0.2779295
 0.29933759 0.31360277 0.32236055 0.32709399 0.33004212 0.33343193
 0.33614656 0.34062136 0.34639175 0.35283039 0.35881186 0.36322681
 0.36235949 0.355314   0.34021157 0.31521412 0.28104174 0.23709268
 0.18957305 0.15301732 0.15472358 0.19594107 0.25102531 0.30504685
 0.35247019 0.39119142 0.41961233 0.43763133 0.44483383 0.44116351
 0.42853512 0.40763204 0.38114659 0.35345552 0.32877475 0.31548385
 0.31941657 0.3410914  0.37577438 0.41762496 0.46195961 0.5062342
 0.54607332 0.58400831 0.61803273 0.64784937 0.67338231 0.69379655
 0.71096964 0.72460581 0.74273041 0.74850793 0.75238057 0.75521374
 0.76080483 0.76643469 0.77073638 0.77665033]"
870.0,919.0,"[0.13568099 0.13401509 0.13222746 0.12906697 0.12664997 0.12413773
 0.12159359 0.11945544 0.11667405 0.1153086  0.11535214 0.11619855
 0.11678641 0.11735346 0.11787623 0.11833209 0.11870013 0.11912751
 0.11941778 0.11955614 0.11980179 0.1197422  0.11986266 0.12043889
 0.12176318 0.12439633 0.12757461 0.13046774 0.1331967  0.13566728
 0.13765942 0.13990697 0.14203254 0.14422204 0.14649298 0.1483432
 0.1489572  0.14678391 0.14177213 0.13548862 0.12884907 0.12248769
 0.11662475 0.11015356 0.10490714 0.10003072 0.09578777 0.09222732
 0.08933213 0.08689947 0.08489703 0.08415194 0.08394789 0.0844187
 0.08532835 0.08716016 0.08924676 0.0917032  0.09452071 0.09660976
 0.09825952 0.09882796 0.09998507 0.10170905 0.10228513 0.10318457
 0.10331042 0.10218833 0.10151878 0.10107661 0.10040755 0.09973862
 0.09862986 0.09806424 0.09706693 0.09679818 0.0960249  0.09509866
 0.0947168  0.09456268 0.09491526 0.09572269 0.09665514 0.09769997
 0.09881247 0.09980958 0.09947542 0.10013215 0.10079699 0.10146104
 0.10207236 0.10270404 0.10440104 0.10482514 0.10520042 0.10582736
 0.10609413 0.10629545 0.10643186 0.10592764]","[0.26752986 0.26591396 0.26881224 0.26789445 0.2569847  0.23190676
 0.19040924 0.13145834 0.0602171  0.060602   0.13573211 0.20227754
 0.25565694 0.29611444 0.32459985 0.34229066 0.35042337 0.3500946
 0.34218041 0.32729961 0.30574169 0.27795583 0.24516358 0.21081988
 0.18120306 0.15998246 0.14169089 0.12302007 0.12719573 0.16115455
 0.19708111 0.22016807 0.22645252 0.21578432 0.19037353 0.15576429
 0.12673247 0.12819613 0.16207567 0.2062131  0.24740493 0.28100233
 0.3058861  0.32318863 0.33263366 0.33644836 0.33641683 0.33427155
 0.33085496 0.32897889 0.3294977  0.33318498 0.33779873 0.34174763
 0.34196367 0.3358408  0.32075926 0.29427665 0.2553893  0.20324627
 0.14010174 0.07427627 0.07500708 0.14447215 0.21485352 0.27773855
 0.33012973 0.37158684 0.40096452 0.41836252 0.42376691 0.41732544
 0.39975116 0.37268494 0.3375044  0.29860029 0.2615399  0.23884922
 0.24215854 0.27201159 0.31797616 0.3702928  0.42338399 0.47457454
 0.52251548 0.56647431 0.60534319 0.64009258 0.67031134 0.69617867
 0.71795654 0.73607747 0.75888791 0.76872548 0.776364   0.78356559
 0.78910947 0.79459041 0.80058462 0.80844399]"
570.0,579.0,"[0.13269325 0.13121318 0.12862195 0.12694326 0.1246612  0.12227064
 0.12021012 0.11779487 0.11530836 0.1138886  0.11336666 0.11405141
 0.11440721 0.11479192 0.11516439 0.11549781 0.11577298 0.11611977
 0.11641408 0.11661    0.11673194 0.11695318 0.11759011 0.11852797
 0.12047096 0.12257968 0.12483415 0.12740533 0.13000867 0.13259355
 0.13475884 0.13717519 0.13962505 0.14228545 0.14520043 0.14835771
 0.15106505 0.14888845 0.14191304 0.13449861 0.12739849 0.12085084
 0.11367042 0.10767836 0.1027551  0.09799647 0.09375236 0.09011998
 0.08705285 0.08493514 0.0830633  0.08208664 0.08204348 0.08292519
 0.08419517 0.08659241 0.08948608 0.09226901 0.09562786 0.09865649
 0.10172222 0.1043847  0.10574509 0.10575868 0.1053237  0.10550914
 0.10518811 0.10392041 0.10313959 0.10230626 0.10164407 0.1008332
 0.09960723 0.09833189 0.09758955 0.09714268 0.09621383 0.09547185
 0.09500711 0.09483803 0.09496215 0.09660852 0.09736154 0.09821134
 0.09804773 0.09870389 0.09934714 0.09999589 0.10063223 0.10125097
 0.10184941 0.10242623 0.10411098 0.10459973 0.1049138  0.10517094
 0.10537104 0.10551491 0.10560465 0.10597825]","[0.32273989 0.31296495 0.3057758  0.29607781 0.27936349 0.25236316
 0.21425236 0.16873105 0.13004241 0.13019435 0.1704518  0.22008267
 0.2645176  0.29951354 0.32437114 0.33967403 0.34655436 0.34628037
 0.33999119 0.32864565 0.3128839  0.29334485 0.27113552 0.2485131
 0.22815413 0.2115074  0.19739743 0.18780094 0.19048853 0.20669904
 0.2260312  0.23767779 0.23566617 0.21734826 0.18185385 0.12983567
 0.06952787 0.0702911  0.13472202 0.19570737 0.24539804 0.28359685
 0.31116158 0.32849676 0.33740894 0.33871889 0.33424946 0.32591232
 0.31541859 0.30688247 0.30206759 0.3029007  0.30848169 0.31559266
 0.31984999 0.31759443 0.30570767 0.2807025  0.24182398 0.18777954
 0.11956584 0.04445906 0.04473253 0.12355563 0.19985648 0.26583718
 0.31997947 0.36161951 0.39045083 0.40599673 0.40913564 0.39974799
 0.37793248 0.34475618 0.3013946  0.2502632  0.19630503 0.15653124
 0.15884586 0.20351992 0.26418092 0.32728693 0.38830448 0.44588253
 0.49881343 0.54748417 0.59139268 0.63049879 0.66489746 0.69480311
 0.72052628 0.74244982 0.76911632 0.78305109 0.79386928 0.80286759
 0.81071176 0.81801547 0.82530854 0.83308048]"
600.0,800.0,"[0.13011775 0.12760962 0.12618419 0.12450265 0.12244831 0.12104035
 0.11860817 0.11633886 0.11405532 0.11259821 0.11233332 0.11224548
 0.11233998 0.11252087 0.11273345 0.11294413 0.1131316  0.11328497
 0.1136498  0.11394339 0.11429845 0.11473246 0.11551884 0.1165605
 0.11798925 0.11985867 0.12154065 0.12382272 0.12628817 0.12888593
 0.13109324 0.1336137  0.13618243 0.13896518 0.14204767 0.14548424
 0.14876368 0.14675772 0.13944002 0.13200728 0.12499544 0.11759538
 0.11113632 0.10523174 0.10023985 0.09579271 0.09163074 0.08787358
 0.08469346 0.08209247 0.08045244 0.07955447 0.07986238 0.08111993
 0.08298345 0.08597462 0.08933992 0.09303489 0.09648336 0.10030669
 0.10459271 0.10973089 0.11127167 0.10919577 0.10793642 0.10708907
 0.10701594 0.10572321 0.10495419 0.10403515 0.10301216 0.10217125
 0.10066357 0.09924075 0.09897361 0.09777403 0.09666346 0.09572296
 0.09546443 0.09519581 0.0951804  0.09637781 0.09631131 0.0969028
 0.09826465 0.09895643 0.0996298  0.10027406 0.1008849  0.1014617
 0.10200567 0.10261822 0.10427887 0.10457647 0.10481515 0.10499574
 0.10511931 0.10518755 0.10520311 0.10516989]","[0.36974917 0.35397302 0.34061334 0.3255208  0.3059025  0.27975739
 0.24907939 0.21769378 0.19564747 0.19539631 0.21691065 0.24882157
 0.28057564 0.30666496 0.32505449 0.33564175 0.33940136 0.33783586
 0.33235827 0.32426513 0.31436942 0.30287849 0.29027677 0.27746105
 0.26549917 0.25502605 0.24635468 0.24138816 0.24269999 0.24983623
 0.25774564 0.25975279 0.25066169 0.22721235 0.18741202 0.13043848
 0.06002129 0.06046797 0.13421281 0.19861538 0.24975962 0.28884736
 0.31594507 0.33216996 0.3386833  0.33636371 0.32627557 0.31036236
 0.29109109 0.27332897 0.26226855 0.26185075 0.27126511 0.2851705
 0.29692799 0.30164919 0.29574607 0.27617521 0.24202856 0.19318824
 0.13096582 0.06047148 0.06141837 0.1368804  0.20860618 0.27098255
 0.32268227 0.36199027 0.38781063 0.40140458 0.40206578 0.3898796
 0.36477424 0.32717174 0.27880141 0.2175937  0.14667016 0.07522989
 0.07607077 0.14861467 0.22269597 0.29290812 0.35863354 0.42037924
 0.4778719  0.5304532  0.57811451 0.62083803 0.65874146 0.69205247
 0.72108279 0.74663477 0.7764497  0.79256565 0.80595021 0.81723387
 0.82702866 0.8359005  0.84434425 0.85276363]"
420.0,959.0,"[0.12783111 0.12544083 0.12407766 0.12256806 0.12116899 0.11896718
 0.11681866 0.11503236 0.11286225 0.1113394  0.1109987  0.11065981
 0.11052094 0.11050619 0.11056264 0.11065457 0.11068572 0.11085323
 0.11127768 0.11160872 0.11200418 0.11229014 0.11321349 0.11433334
 0.11572684 0.11692984 0.11865445 0.12066144 0.12288066 0.12504772
 0.12724204 0.12927385 0.13161682 0.13413515 0.13676842 0.13932166
 0.14052467 0.13869035 0.13380114 0.12759156 0.12052112 0.11422261
 0.1082227  0.10257816 0.09719947 0.09289543 0.08877064 0.08493405
 0.08174387 0.07894847 0.07722365 0.07663916 0.0774881  0.07926616
 0.08178063 0.08540774 0.08911893 0.09301061 0.09680618 0.10088524
 0.1051383  0.1089852  0.11075085 0.11041936 0.10963315 0.10893706
 0.10873907 0.10761019 0.10679431 0.10588729 0.10486609 0.10303432
 0.10195916 0.10048226 0.0999905  0.09874538 0.09812782 0.09648594
 0.09550578 0.09527546 0.09535532 0.09589873 0.09630901 0.09695115
 0.09765129 0.09838367 0.10030939 0.10098834 0.10155501 0.10206861
 0.1025339  0.10295546 0.10465914 0.10487734 0.10503563 0.10513593
 0.10518007 0.10517023 0.10510924 0.10500096]","[0.40872182 0.38889714 0.37096194 0.35233035 0.33141444 0.30836105
 0.28401653 0.26178129 0.24791425 0.24691209 0.25866273 0.27774376
 0.29775163 0.31410036 0.32451173 0.3286118  0.32742262 0.32293281
 0.31715392 0.31178108 0.30749491 0.30388186 0.30043468 0.29672157
 0.29277565 0.28875736 0.28534117 0.28357531 0.28429109 0.28668948
 0.28784001 0.2839176  0.27091437 0.24667384 0.21079931 0.16680357
 0.12891831 0.12946647 0.16960081 0.21887244 0.26311551 0.29764042
 0.32168364 0.33509671 0.33807885 0.33113729 0.31467899 0.29013315
 0.26002323 0.23016349 0.21006305 0.20913968 0.22673449 0.25219955
 0.27504946 0.28940905 0.29198571 0.28052663 0.25528786 0.21775964
 0.17264801 0.13480782 0.13745748 0.18259447 0.23909499 0.29226099
 0.33672464 0.37103213 0.39374858 0.40429824 0.40236925 0.38743922
 0.36031544 0.32075419 0.27048411 0.20782149 0.13527091 0.05851294
 0.05618058 0.12747062 0.19840256 0.26782629 0.33500385 0.39912446
 0.45920792 0.51468045 0.5657307  0.61143748 0.65213248 0.6881684
 0.7198406  0.74749233 0.77972131 0.79811039 0.81359895 0.82677583
 0.83821109 0.84843295 0.85790767 0.86702372]"
380.0,259.0,"[0.12282044 0.12354063 0.12221742 0.12130448 0.11943994 0.11740412
 0.11543002 0.11341356 0.11149496 0.11016875 0.1097569  0.10923013
 0.10889859 0.10871087 0.10853729 0.10857726 0.10865357 0.10838386
 0.10871446 0.10917579 0.10966314 0.11040582 0.11129527 0.11232923
 0.11317275 0.11433495 0.11578842 0.11750074 0.11943677 0.1209729
 0.1228462  0.12482095 0.12670636 0.12864406 0.13047296 0.13167292
 0.131962   0.13025649 0.1266882  0.12100927 0.11542962 0.10985189
 0.104421   0.09923702 0.0943519  0.08979576 0.08594138 0.08199572
 0.07862917 0.07571054 0.07365834 0.07362173 0.07495855 0.07750069
 0.08119033 0.08499315 0.08884512 0.09270536 0.09671268 0.10077883
 0.10467697 0.10792102 0.10989974 0.11060043 0.11060851 0.11035393
 0.11021678 0.10939061 0.10868081 0.10785323 0.106071   0.10482748
 0.10354174 0.10244102 0.10263614 0.10078984 0.09902172 0.09732276
 0.0962534  0.09552887 0.0952688  0.09638721 0.09700939 0.09768902
 0.09837617 0.099054   0.09972223 0.10038843 0.1026193  0.1031047
 0.10348449 0.1038169  0.10534364 0.10545301 0.10549926 0.10548474
 0.10553854 0.10544855 0.10530917 0.10512391]","[0.44056293 0.41664858 0.39520559 0.37372484 0.35266062 0.33159256
 0.31179718 0.2956657  0.28596164 0.28427703 0.29030171 0.30088634
 0.31158231 0.31892268 0.32088776 0.31725102 0.30932488 0.29981206
 0.29213014 0.28889911 0.29041845 0.29521412 0.30107947 0.30637247
 0.3102527  0.31267361 0.31411968 0.31521388 0.31621146 0.31682389
 0.31465154 0.30763344 0.2937024  0.27193857 0.24359978 0.21371153
 0.19283012 0.19310638 0.21526627 0.24835643 0.2815544  0.30908384
 0.32832042 0.33792177 0.33715341 0.3255783  0.3033446  0.27025864
 0.22797407 0.18154891 0.14538568 0.14449951 0.17845672 0.22120337
 0.25795721 0.283312   0.29500443 0.29312392 0.27884737 0.25521363
 0.22852132 0.21053385 0.21505766 0.24348195 0.28398839 0.32470096
 0.36097656 0.38900282 0.40698494 0.4139237  0.40873464 0.39209012
 0.36376402 0.32424762 0.27462786 0.21641338 0.15542936 0.10599354
 0.09567918 0.12839906 0.18357778 0.24880425 0.3160539  0.38158146
 0.44346826 0.50085492 0.55340703 0.60106153 0.64459603 0.68262362
 0.7162579  0.74584306 0.7795564  0.79970758 0.81683633 0.83149013
 0.84439192 0.85577618 0.86618617 0.87599393]"
