X,Y,Porosity
0.0,0.0,0.10938548676116092
0.0,10.1010101010101,0.1061633928953744
0.0,20.2020202020202,0.10272186070052491
0.0,30.3030303030303,0.09929834527601712
0.0,40.4040404040404,0.09619201763061348
0.0,50.505050505050505,0.09394302540417034
0.0,60.6060606060606,0.09292761117067536
0.0,70.7070707070707,0.09327492032194766
0.0,80.8080808080808,0.09465200088939425
0.0,90.9090909090909,0.09668568464225492
0.0,101.01010101010101,0.09933365983585642
0.0,111.1111111111111,0.10243883454374343
0.0,121.2121212121212,0.1050008157923987
0.0,131.3131313131313,0.1057687734731529
0.0,141.4141414141414,0.10454997879930898
0.0,151.5151515151515,0.1028738706468095
0.0,161.6161616161616,0.10325394057443604
0.0,171.7171717171717,0.10876522154864544
0.0,181.8181818181818,0.11759600277788403
0.0,191.91919191919192,0.12060466444839095
0.0,202.02020202020202,0.12068233724017306
0.0,212.1212121212121,0.12061486279284687
0.0,222.2222222222222,0.12141477392601302
0.0,232.3232323232323,0.12326590333445808
0.0,242.4242424242424,0.12530044527447196
0.0,252.5252525252525,0.12681611079061447
0.0,262.6262626262626,0.12788816648046292
0.0,272.7272727272727,0.12879005459602827
0.0,282.8282828282828,0.12974009084820187
0.0,292.9292929292929,0.13089490031441614
0.0,303.030303030303,0.1323076514240027
0.0,313.1313131313131,0.13385270362719656
0.0,323.2323232323232,0.13547048632855788
0.0,333.3333333333333,0.13712642041586262
0.0,343.4343434343434,0.13862099132555167
0.0,353.5353535353535,0.13979274799077396
0.0,363.6363636363636,0.14057468257066766
0.0,373.73737373737373,0.14081912769000196
0.0,383.83838383838383,0.14073605290025978
0.0,393.93939393939394,0.14043843144873763
0.0,404.04040404040404,0.1400961169105697
0.0,414.1414141414141,0.13986767700676586
0.0,424.2424242424242,0.13987172563578656
0.0,434.3434343434343,0.14004184154821217
0.0,444.4444444444444,0.13998183738408806
0.0,454.5454545454545,0.1396202160760531
0.0,464.6464646464646,0.13933150319492887
0.0,474.7474747474747,0.13963288874726945
0.0,484.8484848484848,0.1408443493737306
0.0,494.9494949494949,0.14284828601512356
0.0,505.050505050505,0.1450844894796226
0.0,515.1515151515151,0.14732191450939208
0.0,525.2525252525252,0.14951828291326474
0.0,535.3535353535353,0.15160829178264945
0.0,545.4545454545454,0.15317267617439642
0.0,555.5555555555555,0.15385501491086861
0.0,565.6565656565656,0.15388315713882017
0.0,575.7575757575758,0.15331344027829702
0.0,585.8585858585858,0.15205713164731102
0.0,595.959595959596,0.15015971323547608
0.0,606.060606060606,0.14819352330571803
0.0,616.1616161616162,0.1463441773874024
0.0,626.2626262626262,0.14464358364311963
0.0,636.3636363636364,0.14282193264895274
0.0,646.4646464646464,0.14083956329439584
0.0,656.5656565656565,0.13899942971250095
0.0,666.6666666666666,0.1377282143916783
0.0,676.7676767676767,0.13717926526661223
0.0,686.8686868686868,0.13714567764070862
0.0,696.9696969696969,0.13749802412800807
0.0,707.070707070707,0.13817279158086315
0.0,717.1717171717171,0.13885670838231756
0.0,727.2727272727273,0.13901324889423827
0.0,737.3737373737373,0.13847659627091627
0.0,747.4747474747475,0.13715372821329952
0.0,757.5757575757575,0.13525779750487976
0.0,767.6767676767677,0.13289708326703842
0.0,777.7777777777777,0.1304397605196511
0.0,787.8787878787879,0.12808203347904246
0.0,797.9797979797979,0.12606426112870978
0.0,808.0808080808081,0.12458868398778317
0.0,818.1818181818181,0.12378066786074886
0.0,828.2828282828282,0.12375976362575788
0.0,838.3838383838383,0.1249008252746845
0.0,848.4848484848484,0.12768055074184376
0.0,858.5858585858585,0.12955545541871216
0.0,868.6868686868686,0.12957216320589598
0.0,878.7878787878788,0.12820548759908257
0.0,888.8888888888888,0.12818418755543817
0.0,898.989898989899,0.13001902637775714
0.0,909.090909090909,0.12990480677801156
0.0,919.1919191919192,0.12476325750097714
0.0,929.2929292929292,0.11667407554619556
0.0,939.3939393939394,0.1128617152565643
0.0,949.4949494949494,0.11154113606662551
0.0,959.5959595959596,0.11111599657182171
0.0,969.6969696969696,0.11109681379908111
0.0,979.7979797979797,0.11130865210198224
0.0,989.8989898989898,0.11160216315427188
0.0,1000.0,0.11194126444869393
10.1010101010101,0.0,0.1082876148451428
10.1010101010101,10.1010101010101,0.10469302101185714
10.1010101010101,20.2020202020202,0.1006935030424652
10.1010101010101,30.3030303030303,0.09654521806657274
10.1010101010101,40.4040404040404,0.09266905138640052
10.1010101010101,50.505050505050505,0.08979696594527656
10.1010101010101,60.6060606060606,0.08859717692210442
10.1010101010101,70.7070707070707,0.08945184187597807
10.1010101010101,80.8080808080808,0.09161652090624232
10.1010101010101,90.9090909090909,0.09380879348427237
10.1010101010101,101.01010101010101,0.09643267332901198
10.1010101010101,111.1111111111111,0.09994492874189427
10.1010101010101,121.2121212121212,0.10312152665581312
10.1010101010101,131.3131313131313,0.10368389658111107
10.1010101010101,141.4141414141414,0.10093980241755862
10.1010101010101,151.5151515151515,0.09693415436443158
10.1010101010101,161.6161616161616,0.09468117414223404
10.1010101010101,171.7171717171717,0.0971343829972703
10.1010101010101,181.8181818181818,0.10864146596642527
10.1010101010101,191.91919191919192,0.11800175717871367
10.1010101010101,202.02020202020202,0.11976467180176131
10.1010101010101,212.1212121212121,0.12030991298990217
10.1010101010101,222.2222222222222,0.12169259400713703
10.1010101010101,232.3232323232323,0.1237357036702712
10.1010101010101,242.4242424242424,0.12542618955698834
10.1010101010101,252.5252525252525,0.12642523392646693
10.1010101010101,262.6262626262626,0.12694744441699832
10.1010101010101,272.7272727272727,0.12748272775034877
10.1010101010101,282.8282828282828,0.12829823733517529
10.1010101010101,292.9292929292929,0.1294699564511714
10.1010101010101,303.030303030303,0.1310075766252847
10.1010101010101,313.1313131313131,0.13279129630193182
10.1010101010101,323.2323232323232,0.1347514010724758
10.1010101010101,333.3333333333333,0.1367149169733431
10.1010101010101,343.4343434343434,0.13848035703217668
10.1010101010101,353.5353535353535,0.1398717948745846
10.1010101010101,363.6363636363636,0.14073932903497519
